Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
West Nile,Terego District,Odupi Health Centre III,1,1,36,23,23,-72.1
West Nile,Madi-Okollo District,Offaka Health Centre III,1,1,45,41,41,-8450
West Nile,Adjumani District,Ofua (Ofua) Health Centre III,1,1,17,20,20,15
West Nile,Terego District,Ofua (Uriama) Health Centre III,1,1,,,,
Acholi,Pader District,Ogago Health Centre II,1,1,-120,11,11,45
Acholi,Lamwo District,Ogako Health Centre II,1,1,-20,6,6,0
West Nile,Madi-Okollo District,Ogoko Health Centre II,1,1,38,16,16,1.6
West Nile,Adjumani District,Ogolo Health Centre II,1,1,0,10,10,3.4
Teso,Amuria District,Ogolokwara (Ajaki) Health Centre II,1,1,30,26,26,15.5
Acholi,Pader District,Ogom Health Centre III,1,1,0,32,32,-2250
Acholi,Pader District,Ogonyo Health Centre III,1,1,18,14,14,109
Teso,Kumi District,Ogooma Health Centre II,1,1,37,32,32,-0.83
West Nile,Terego District,Ogua Health Centre II,1,1,0,7,7,20
Lango,Lira District,Ogur Health Centre IV,1,1,33,50,50,-30
Acholi,Pader District,Oguta Health Centre II,1,1,17,15,15,-307.1
Acholi,Agago District,Ogwang Kamolo Health Centre II,1,1,19,21,21,46.6
Lango,Otuke District,Ogwete Health Centre III,1,1,-204,204,204,-110.6
Acholi,Gulu City,Oitino Health Centre II,1,1,0,6,4,119
West Nile,Arua City,Oje Mission Health Centre III,1,1,-25,25,26,149.3
Teso,Soroti District,Ojom Health Centre II,1,1,50,11,11,37.5
Acholi,Amuru District,Okidi Health Centre II,1,1,22,7,7,
Acholi,Kitgum District,Okidi Health Centre III,1,1,64,4,4,
Acholi,Pader District,Okinga Health Centre II,1,1,0,25,23,37.5
South Central,Masaka City,Okoa Medical Clinic,1,1,,,,
Teso,Kapelebyong District,Okoboi Health Centre II,1,1,29,12,12,30
Acholi,Lamwo District,Okol Health Centre II,1,1,-67,20,20,
Lango,Kole District,Okole Health Centre III,1,1,7,62,62,10
West Nile,Madi-Okollo District,Okollo Health Centre III,1,1,-71,24,24,62.3
Teso,Katakwi District,Okoocho Health Centre II,1,1,-23,37,37,-92
West Nile,Yumbe District,Okubani Health Centre III,1,1,18,47,47,37.1
Acholi,Amuru District,Okungedi Health Centre II,1,1,29,24,24,-46.7
West Nile,Yumbe District,Okuyo Health Centre II,1,1,43,31,31,-31.1
Acholi,Agago District,Okwadoko Health Centre II,1,1,82,2,2,
Lango,Otuke District,Okwang Health Centre III,1,1,2,40,40,0
Lango,Otuke District,Okwongo Health Centre III,1,1,-13,26,26,60
Bukedi,Pallisa District,Oladot Health Centre III,1,1,5,40,40,0.71
Kampala,Kampala District,Old Kampala Hospital,1,1,25,6,6,30
Kampala,Kampala District,Old Kampala Police Health Centre II,1,1,,,,
West Nile,Maracha District,Oleba Health Centre III,1,1,25,42,42,-9.3
Lango,Apac District,Olelpek Health Centre III,1,1,0,44,44,17.7
West Nile,Adjumani District,Olia Health Centre II,1,1,6,16,16,-56.7
West Nile,Adjumani District,Olia Prisons Health Centre II,1,1,,,,
Teso,Katakwi District,Olilim Health Centre II,1,1,-9,12,12,
Lango,Otuke District,Olilim Health Centre III,1,1,-60,109,109,-14.5
Teso,Kumi District,Olimai Health Centre III,1,1,50,6,6,40
Acholi,Amuru District,Olinga Health Centre II,1,1,31,43,43,6.3
South Central,Wakiso District,Olivia Medical Clinic,,,,,,
West Nile,Madi-Okollo District,Olivu Health Centre II,1,1,-37,44,44,6.7
Bukedi,Pallisa District,Olok Health Centre III,1,1,53,89,84,-31.1
West Nile,Madi-Okollo District,Olujobo Health Centre III,1,1,-6,56,56,13.7
West Nile,Arua City,Oluko Solidale Health Centre III,1,1,46,37,37,0
Acholi,Agago District,Olung Health Centre II,1,1,27,11,11,25
Lango,Otuke District,Oluro Health Centre II,1,1,-25,10,10,0
West Nile,Maracha District,Oluvu Health Centre III,1,1,3,58,58,65.3
Teso,Amuria District,Olwa Health Centre II,1,1,-17,49,49,-58.8
Acholi,Amuru District,Olwal Health Centre III,1,1,-8,56,50,
Lango,Oyam District,Olweny Drugshop,,,,,,
Kampala,Kampala District,Olymbus Medical Centre,1,0,,,,
Kampala,Kampala District,Omab Medical Centre,,,,,,
Teso,Serere District,Omagoro Health Centre II,1,1,-18,45,45,9.6
Lango,Alebtong District,Omarari Health Centre II,1,1,-43,30,30,
Teso,Kumi District,Omatenga Health Centre III,1,1,9,42,42,0.77
West Nile,Yumbe District,Ombachi Health Centre II,1,1,4,48,48,8.7
West Nile,Arua City,Ombidriondrea Health Centre III,1,1,5,52,53,31.7
Acholi,Amuru District,Omee I Health Centre II,1,1,83,2,2,103.3
Kampala,Kampala District,Omega Dental Clinic HC II,,,,,,
Acholi,Gulu District,Omel Health Centre III,1,1,-15,23,23,-12.5
Teso,Ngora District,Omiito Health Centre II,1,1,-80,45,45,-27.5
Acholi,Kitgum District,Omiya Anyima Health Centre III,1,1,-233,10,9,59.6
Acholi,Agago District,Omiya Pacwa Health Centre II,1,1,,,,100
Teso,Katakwi District,Omodoi Health Centre II,1,1,-33,24,24,
Lango,Kole District,Omoladyang Health Centre III,1,1,,,,
Lango,Alebtong District,Omoro Health Centre III,1,1,-53,55,55,14.7
Acholi,Agago District,Omot Health Centre III,1,1,2,45,45,19.5
West Nile,Terego District,Omugo Health Centre IV,1,1,8,55,55,-4.3
North Central,Kayunga District,One Mama Initiative Uganda Health Centre II,1,1,-8,14,14,13.6
Busoga,Jinja City,One World Health,1,1,,,,
Tooro,Kyenjojo District,One World Health Centre III,1,1,46,7,7,-650
Acholi,Omoro District,Ongako Health Centre III,1,1,5,38,38,-95
Acholi,Agago District,Ongalo Health Centre II,1,1,21,11,11,20
Lango,Lira City,Ongica Health Centre III,1,1,32,23,23,92.7
Teso,Kumi District,Ongino General Health Centre II,,,,,,
Teso,Kumi District,Ongino Health Centre III,1,1,-28,69,69,-0.59
Teso,Katakwi District,Ongongoja Health Centre II,1,1,-4,29,29,-3.7
Teso,Amuria District,Ongutoi Health Centre III,1,1,10,19,19,9.5
Bugisu,Kween District,Onigo Prisons Health Centre II,,,,,,
South Central,Wakiso District,Onlife Medical Centre,,,,,,
Acholi,Agago District,Onudapet Health Centre II,1,1,0,9,9,7.7
Lango,Lira District,Onywako Health Centre II,1,1,1,160,160,15.4
Kampala,Kampala District,Opal Health Care,1,0,,,,
Bukedi,Tororo District,Opedede Health Centre II,1,1,-400,10,10,
West Nile,Adjumani District,Opejo Health Centre II,1,1,-400,5,5,-100
West Nile,Adjumani District,Openzinzi Health Centre III,1,1,14,18,18,0
Teso,Katakwi District,Opeta Health Centre II,1,1,0,29,29,0
Lango,Kole District,Opeta Health Centre III,1,1,19,61,61,0
West Nile,Arua District,Opia Health Centre III,1,1,39,30,30,-12
West Nile,Moyo District,Opiro Health Centre II,1,1,,1,1,
Karamoja,Abim District,Opopongo Health Centre II,1,1,-271,26,26,40
Teso,Ngora District,Opot Health Centre II,1,1,-39,39,39,1.1
South Central,Kalangala District,Opul Medical Clinic,1,1,,,,
Teso,Soroti City,Opuyo Health Centre II,1,1,-50,33,33,-30
Acholi,Agago District,Opyelo Health Centre III,1,1,26,39,39,-136.7
West Nile,Koboko District,Oraba Health Centre III,1,1,12,43,43,6.8
West Nile,Arua City,Oreku Health Centre II,1,1,10,26,26,4.5
Acholi,Pader District,Oret Health Centre II,1,1,8,22,22,-2500
Karamoja,Abim District,Oreta Health Centre II,1,1,3,38,38,-4.5
West Nile,Moyo District,Ori Health Centre II,1,1,33,2,2,25
West Nile,Terego District,Oriajini Hospital,1,1,-17,82,82,-147.8
North Central,Luwero District,Orient Medical Centre,1,1,8,22,22,19.1
Acholi,Agago District,Orina Health Centre II,1,1,0,8,8,300
West Nile,Arua City,Orivu Health Centre III,1,1,-27,28,28,53.5
Acholi,Gulu District,Oroko Health Centre II,1,1,31,9,9,10
Acholi,Kitgum District,Orom Health Centre III,1,1,9,49,49,3.6
Acholi,Kitgum District,Orom-Tikau Prisons Health Centre II,1,1,,,,
Kampala,Kampala District,Ortho Fix Bone Care,1,0,,,,
Kampala,Kampala District,Orthotec and Physical Rehab International HC II,1,1,,,,
Acholi,Nwoya District,Oruka Health Centre,1,1,35,17,17,
Lango,Otuke District,Orum Health Centre IV,1,1,20,24,24,3.3
Teso,Amuria District,Orungo Health Centre III,1,1,-27,52,46,-54.8
West Nile,Nebbi District,Orussi Health Centre III,1,1,-23,58,58,-52.7
Karamoja,Abim District,Orwamuge Health Centre III,1,1,0,48,48,-90.8
Ankole,Kazo District,Orwigi Health Centre II,1,1,-37,33,33,14
Acholi,Pader District,Oryang Health Centre II,1,1,15,11,11,
Acholi,Kitgum District,Oryang Kulu Kwach Health Centre II,1,1,35,17,17,36.4
Karamoja,Abim District,Oscar Military Battalion Health Centre II,1,1,,,,
Teso,Kumi District,Oseera Health Centre II,1,1,-16,29,24,31
Bunyoro,Masindi District,Osepadel Medical Centre,1,1,-62,13,13,27.5
Bukedi,Tororo District,Osia Community Clinic,1,1,,,,
Bukedi,Tororo District,Osia Health Centre II,1,1,16,21,21,0
Kampala,Kampala District,Osiman Medical Clinic HC II,,,,,,
Kampala,Kampala District,Osler Clinic (Rubaga) HC II,,,,,,
West Nile,Nebbi District,Ossi Health Centre II,1,1,-33,28,30,24.4
Bukedi,Tororo District,Osukuru Health Centre III,1,1,3,33,33,31.4
Lango,Kole District,Otangula Drugshop,,,,,,
Lango,Alebtong District,Oteno Health Centre II,1,1,7,26,26,61.5
West Nile,Zombo District,Otheko Health Centre II,1,1,33,76,76,
Acholi,Amuru District,Otici Health Centre II,1,1,100,,4,142.9
Kampala,Kampala District,Otimic Medical Centre HC II,,,,,,
Lango,Kole District,Otino Wa Clinic,1,1,,,,
Acholi,Amuru District,Otong Health Centre II,1,1,-20,12,12,700
Teso,Kalaki District,Otuboi COU Health Centre II,1,1,,,,
Teso,Kalaki District,Otuboi Health Centre III,1,1,2,55,55,20
Lango,Otuke District,Otuke Prisons Clinic,1,1,,,,
West Nile,Terego District,Otumbari St. Lawrence Health Centre III,1,1,9,105,105,38.9
Acholi,Agago District,Otumpili Health Centre II,1,1,-150,5,5,-400
Lango,Oyam District,Otwal Health Centre III,1,1,9,139,139,-63.2
Acholi,Amuru District,Otwee Health Centre III,1,1,7,51,51,
North Central,Nakasongola District,Our Lady Nakasongola Health Centre III,1,1,11,8,8,46.9
South Central,Wakiso District,Our Lady Of Fatima Dom Clinic,1,1,17,25,24,0
Bukedi,Busia District,Our Lady Of Lourdes Health Centre II,1,1,-13,17,17,74.7
West Nile,Maracha District,Ovujo Health Centre III,1,1,25,44,44,-3.6
West Nile,Nebbi District,Oweko Health Centre II,1,1,-13,17,24,6
Teso,Soroti City,Owen Clinic,,,,,,
Lango,Kwania District,Owiny Health Centre III,1,1,-5,120,120,22
Lango,Oyam District,Oyam Main Prisons Health Centre II,1,1,,,,
Lango,Oyam District,Oyam Women Prisons Health Centre II,,,,,,
West Nile,Madi-Okollo District,Oyima Health Centre III,1,1,14,37,37,-296.8
Kampala,Kampala District,P & K Ortho Clinic HC II,1,1,,,,
Kampala,Kampala District,P&K Clinic HC II,,,,,,
West Nile,Moyo District,Paanjala Health Centre II,1,1,-300,4,4,150
Acholi,Amuru District,Pabbo Health Centre III,1,1,,,,
Acholi,Amuru District,Pabo Medical and Maternity Clinic,,,,,,
Acholi,Gulu District,Pabwo Health Centre III,1,1,23,23,23,6
West Nile,Pakwach District,Pacego Health Centre II,1,1,29,24,24,74.4
Acholi,Agago District,Pacer Health Centre III,1,1,-74,33,33,-68
West Nile,Adjumani District,Pachara Health Centre II,1,1,-133,7,7,-40
West Nile,Pakwach District,Pachora Health Centre II,1,1,7,26,26,43.3
Kampala,Kampala District,Pacific Dental Clinic HC II,,,,,,
Acholi,Amuru District,Pacilo Health Centre II,1,1,19,22,22,-7500
Lango,Oyam District,Paco Medical Centre,1,1,,,,
Lango,Kole District,Paco Waa Drugshop,,,,,,
West Nile,Zombo District,Padea Health Centre II,1,1,,,,
Acholi,Pader District,Pader Health Centre III,1,1,-17,69,69,-22.4
Acholi,Pader District,Pader Maternity Home Clinic,,,,,,
Acholi,Pader District,Pader Police Health Centre II,1,0,,,,
Acholi,Pader District,Pader Prisons Health Centre II,1,1,,,,
Acholi,Lamwo District,Padibe Health Centre IV,1,1,21,26,26,-2.3
Acholi,Lamwo District,Padibe West Health Centre III,1,1,-64,41,41,-43.5
Tooro,Kamwenge District,Padre Pio Health Centre IV,1,1,20,33,33,8.5
West Nile,Nebbi District,Padwot Midyere Health Centre III,1,1,-16,29,29,3.3
Lango,Lira City,Pag Mission Hospital,1,1,-12,93,93,-1.5
West Nile,Adjumani District,Pagirinya Health Centre III,1,1,-80,9,9,74.5
West Nile,Adjumani District,Pagirinya Health Post Health Centre II,1,1,,,,
West Nile,Nebbi District,Pagwata Health Centre II,1,1,36,18,25,-36.7
Acholi,Gulu District,Paibona Health Centre II,1,1,-60,24,24,15
Acholi,Pader District,Paibwor Health Centre II,1,1,-18,13,13,27.5
Acholi,Gulu District,Paicho Medical Centre,1,1,,,,
West Nile,Zombo District,Paidha Health Centre III,1,1,2,128,128,27.1
West Nile,Zombo District,Paidha Medical Centre,,,,,,
West Nile,Zombo District,Paidha Prisons Health Centre II,1,1,,,,
Acholi,Agago District,Paimol Health Centre III,1,1,36,32,32,1.6
Acholi,Pader District,Paiula Health Centre II,1,1,55,15,15,-5
West Nile,Yumbe District,Pajama Health Centre II,1,0,48,32,32,-1644.4
Acholi,Kitgum District,Pajimo Health Centre III,1,1,17,19,19,-16.9
Acholi,Kitgum District,Pajimo Military Health Centre II,1,1,,,,
Acholi,Pader District,Pajule Health Centre IV,1,1,,,,
Acholi,Pader District,Pajule Medical Centre,,,,,,
West Nile,Arua City,Pajulu Health Centre III,1,1,9,42,42,-11.5
West Nile,Zombo District,Pakadha Health Centre III,1,1,6,59,59,40.1
Bunyoro,Masindi District,Pakanyi Health Centre III,1,1,24,45,45,-8.7
Teso,Kaberamaido District,Pakegido Health Centre III,1,1,-70,17,17,10
West Nile,Adjumani District,Pakele Health Centre III,1,1,8,22,22,26.7
Acholi,Pader District,Pakeyo Health Centre II,1,1,-20,6,6,
West Nile,Pakwach District,Pakia Health Centre III,1,1,-28,32,32,
Acholi,Agago District,Pakor Health Centre II,1,1,-300,4,4,0
West Nile,Pakwach District,Pakwach Health Centre IV,1,1,-11,171,171,12.2
West Nile,Pakwach District,Pakwach Mission Health Centre III,1,1,-93,29,29,74.4
South Central,Wakiso District,Pal Medical Clinic,,,,,,
Acholi,Lamwo District,Palabek Ogili Health Centre III,1,1,8,22,23,
Acholi,Lamwo District,Palabek-Gem Health Centre III,1,1,14,24,24,0
Acholi,Lamwo District,Palabek-Kal Health Centre IV,1,1,14,36,36,-33.3
Teso,Katakwi District,Palam Health Centre II,1,1,-133,28,28,-5.8
Acholi,Omoro District,Palenga Health Centre II,1,1,0,17,11,-1500
Bukedi,Pallisa District,Pallisa Community Medical Centre,1,1,,,,
Bukedi,Pallisa District,Pallisa General Hospital,1,1,2,93,93,-17
Bukedi,Pallisa District,Pallisa Mission Health Centre III,1,1,2,60,60,7.1
Bukedi,Pallisa District,Pallisa Police Health Centre II,1,1,,1,1,
Bukedi,Pallisa District,Pallisa Town Council Health Centre III,1,1,-41,69,69,3.3
Kampala,Kampala District,Palm Dental Clinic,1,0,,,,
Kampala,Kampala District,Palm Medicare,1,1,,,,
Acholi,Lamwo District,Paloga Health Centre III,1,1,4,27,27,3.3
West Nile,Obongi District,Palorinya Health Centre III,1,1,15,11,11,73.4
West Nile,Obongi District,Palorinya Health Post,,,,,,
Acholi,Lamwo District,Paluda Health Centre III,1,1,0,7,7,
Acholi,Amuru District,Palukere Health Centre II,1,1,47,9,9,0
Acholi,Nwoya District,Palwak Health Centre II,1,1,,,,
West Nile,Nebbi District,Pamaka Health Centre III,1,1,32,46,46,-42.5
West Nile,Nebbi District,Paminya Health Centre III,1,1,-29,22,22,25.3
West Nile,Zombo District,Pamitu Health Centre II,1,1,,,,
West Nile,Koboko District,Pamodo Health Centre II,1,1,24,22,22,27.3
Lango,Amolatar District,Pamoja Clinic,1,1,,,,
Kampala,Kampala District,Pan Dental Surgery,,,,,,
Kampala,Kampala District,Pan Dental Surgery Ltd,1,1,,,,
Kampala,Kampala District,Pan Health Clinic,,,,,,
Kampala,Kampala District,Pancare Medical Services,,,,,,
Acholi,Kitgum District,Pandwong Health Centre III,1,1,12,22,22,18.2
Acholi,Lamwo District,Pangira Health Centre II,1,1,50,15,15,-36.2
South Central,Wakiso District,Panguzi Clinic,1,1,,,,
Acholi,Nwoya District,Panokrach Health Centre II,1,1,-6,36,32,360
Kampala,Kampala District,Panorama Medical Centre,,,,,,
Bunyoro,Kiryandongo District,Panyadoli Health Centre IV,1,1,1,69,69,57.8
Bunyoro,Kiryandongo District,Panyadoli Hill Health Centre III,1,1,10,46,46,-28.8
West Nile,Moyo District,Panyanga Health Centre II,1,1,50,2,2,108.2
Karamoja,Kotido District,Panyangara Health Centre III,1,1,-8,53,53,10.6
Bukedi,Tororo District,Panyangasi Health Centre III,1,1,34,25,33,
West Nile,Pakwach District,Panyigoro Health Centre III,1,1,14,60,60,0
West Nile,Pakwach District,Panyimur Health Centre III,1,1,60,27,27,
Tooro,Kasese District,Paper Fig Foundation Health Centre II,1,1,-100,4,4,-200
Bukedi,Tororo District,Papoli Health Centre III,1,1,-75,7,7,50
Bunyoro,Buliisa District,Paraa Health Centre II,1,1,20,4,4,-1000
Acholi,Nwoya District,Paraa Health Centre III,1,1,,,,
Acholi,Nwoya District,Paraa Safari Lodge Clinic,1,1,,0,0,
Acholi,Amuru District,Parabongo Health Centre II,1,1,72,5,5,28
Kampala,Kampala District,Paragon Hospital,1,1,9,10,7,-5
Kampala,Kampala District,Paragon Medical Clinic,,,,,,
Kampala,Kampala District,Paramount Ortho Clinic,,,,,,
Kampala,Kampala District,Parent Clinic,1,0,,,,
Kampala,Kampala District,Parental Care Clinic,,,,,,
North Central,Kayunga District,Parents Busaana Health Centre II,,,,,,
Karamoja,Amudat District,Parents Clinic,1,1,,,,
West Nile,Pakwach District,Paroketo Health Centre II,1,1,-10,55,55,-61
West Nile,Nebbi District,Parombo Health Centre III,1,1,-2,94,94,0.74
Kampala,Kampala District,Patience Clinic,1,1,,,,
South Central,Sembabule District,Patience Domiciary Clinic,1,1,,,,
Kampala,Kampala District,Patience Health Care,1,0,,,,
South Central,Wakiso District,Patience Health Care Dom Clinic,,,,,,
Kampala,Kampala District,Patience Maternity Home,,,,,,
Kampala,Kampala District,Patient Dom Clinic,,,,,,
Acholi,Gulu District,Patiko Health Centre III,1,1,34,19,19,28
Acholi,Agago District,Patongo Health Centre III,1,1,28,53,53,1.5
Acholi,Agago District,Patongo Prisons Health Centre II,1,1,,,,
Acholi,Omoro District,Patuda Health Centre II,1,1,-11,10,8,-50
Acholi,Lamwo District,Pauma Health Centre II,1,1,50,2,2,36.4
Acholi,Lamwo District,Pawach Health Centre II,1,1,31,11,11,0
Acholi,Gulu District,Pawel Angany Health Centre II,1,1,35,13,13,-25
Acholi,Amuru District,Pawel Health Centre II,1,1,-100,40,38,970
Acholi,Kitgum District,Pawidi Health Centre II,1,1,44,9,9,15.4
West Nile,Madi-Okollo District,Pawor Health Centre III,1,1,22,28,28,21.4
Bukedi,Tororo District,Paya Health Centre III,1,1,9,29,29,57.4
South Central,Wakiso District,Pea Clinic,1,1,,,,
Kampala,Kampala District,Peace Medical Centre,1,0,,,,
Kampala,Kampala District,Peace Medical Clinic,,,,,,
Kampala,Kampala District,Pead medical Centre,1,1,13,13,14,0
Kampala,Kampala District,Peak Medical Centre,1,0,,,,
Busoga,Iganga District,Peak Point Medical Centre,,,,,,
Kampala,Kampala District,Pearl Dental & Laboratory Clinic,,,,,,
Busoga,Luuka District,Pearl Diagnostic Clinic,1,1,,,,
Kampala,Kampala District,Pearl Medical And Diagnostic Centre,1,0,,,,
West Nile,Yumbe District,Pearl Medical Centre,1,0,,,,
Acholi,Lamwo District,Pearl Medical Centre,1,1,,,,
Kampala,Kampala District,Pearl Medical Centre HC II,,,,,,
Kampala,Kampala District,Pearl Medical Centre HC IV,1,1,29,29,29,5.8
South Central,Wakiso District,Pearl Medical Centre& Nursing Home Health Centre III,1,1,,,,
Tooro,Kyegegwa District,Pearl Medical Health Centre II,1,1,,,,
Bunyoro,Hoima City,Pearl Medical Health Centre III,1,0,,,,
Kampala,Kampala District,Pearl Mental Clinic,,,,,,
North Central,Mukono District,Pearl View Medical Centre- Kasokoso Kiwanga,1,1,,,,
Busoga,Iganga District,Pearl View Medical Clinic,1,1,,,,
Bukedi,Tororo District,Pearls Medical Clinic,1,1,,,,
Acholi,Gulu City,Pece Awel Health Centre III,,,,,,
Acholi,Gulu City,Pece Prisons Health Centre II,1,1,,,,
Kampala,Kampala District,Pedok Domicillian Clinic,,,,,,
Kampala,Kampala District,Pedro Clinic,1,0,,,,
Kampala,Kampala District,Peniel Clinic,,,,,,
North Central,Luwero District,Penny Clinic Medical Centre,1,1,,,,
Kampala,Kampala District,Pentagon Clinic,,,,,,
North Central,Mukono District,Pentagon Medical Centre,,,,,,
South Central,Wakiso District,Pentagon Medical Clinic,,,,,,
North Central,Kyankwanzi District,Pentagony Medical Centre,,,,,,
South Central,Sembabule District,People's (Sembabule) Clinic,,,,,,
Bukedi,Tororo District,People's (Tororo) Clinic,1,1,,,,
North Central,Kiboga District,People's Clinic (Lwamata),1,0,,,,
Kampala,Kampala District,People's Clinic (Makindye),1,0,,,,
South Central,Lyantonde District,People's Life Drug Shop,,,,,,
North Central,Kassanda District,People's Medical Centre,1,1,,,,
South Central,Wakiso District,Peoples Medical Centre Hospital,1,1,-24,21,22,
Bukedi,Butaleja District,Peoples Welfare Clinic,,,,,,
Bugisu,Kween District,Perenpoy Health Centre III,1,1,,,,
South Central,Wakiso District,Persevere Domiciliary Clinic,,,,,,
Kampala,Kampala District,Persevere Edwaliro,1,1,,,,
South Central,Wakiso District,Perusi Health Centre III,1,1,-37,22,22,-86.7
Kampala,Kampala District,Peter Claver J & Sseremba Medical Centre,1,1,38,16,17,9.2
Bukedi,Tororo District,Petta Health Centre III,1,1,26,25,25,-68
South Central,Wakiso District,Pevans Clinic and Laboratory,,,,,,
South Central,Wakiso District,Pgf Medical Clinic,,,,,,
Kampala,Kampala District,Phamax Clinic,,,,,,
Kampala,Kampala District,Pharm Care Clinc,1,0,,,,
South Central,Wakiso District,Pharm Care Clinic,,,,,,
Kampala,Kampala District,Pharm Care Clinic,1,0,,,,
Kampala,Kampala District,Pharm Care Clinic (Wabigalo),,,,,,
Kampala,Kampala District,Philomena Health Centre,,,,,,
Kampala,Kampala District,Philomena Medical Clinic,1,0,,,,
Kampala,Kampala District,Phoenix Clinic,1,1,,,,
Lango,Oyam District,Phroness Drugshop,,,,,,
South Central,Wakiso District,Physiotherapy and Rehabilitation Centre,,,,,,
Kampala,Kampala District,Physique Health Centre,,,,,,
Busoga,Kamuli District,Pigeon General Medical Health Centre II,1,1,-13,26,26,44
West Nile,Koboko District,Pijoke Health Centre III,1,1,-12,36,36,-92
Acholi,Gulu City,Pikwo Medical Centre Clinic,1,1,,,,
Kampala,Kampala District,Pillars Medical Centre,1,1,-32,25,25,-65
Acholi,Gulu City,Pilwak Clinic (Pece),,,,,,
Kampala,Kampala District,Pinevalle Health Centre,,,,,,
Teso,Serere District,Pingire Health Centre III,1,1,8,87,87,15.9
West Nile,Arua City,Pioneer Hospital,1,1,,,,
West Nile,Koboko District,Pioneer Medical Centre Clinic,1,1,,,,
Bunyoro,Kagadi District,Pios Clinic,1,1,,,,
Karamoja,Karenga District,Pire Health Centre II,1,1,40,6,6,13.3
Acholi,Gulu City,Piwan Medical Centre,,,,,,
Kampala,Kampala District,Platinum Medical Centre,1,1,,,,
Kampala,Kampala District,Platinum medical centre (Bwaise),1,0,,,,
Kampala,Kampala District,Platinum Plus Medical Centre,,,,,,
Kampala,Kampala District,Pleasured Home Clinic,1,1,,,,
South Central,Wakiso District,Plus Medical and Diag. Health Centre II,,,,,,
Acholi,Amuru District,Pogo Health Centre II,1,1,10,19,19,0
Bukedi,Tororo District,Pokongo Health Centre II,1,1,0,17,17,
West Nile,Pakwach District,Pokwero Health Centre III,1,1,10,66,66,
Tooro,Fort Portal City,Police (Kabarole) Health Centre III,1,1,-400,5,5,12.5
Kampala,Kampala District,Police Mechanical Workshop Clinic,1,1,,,,
Bunyoro,Masindi District,Police Training School Health Centre II,1,1,,,,
Ankole,Ntungamo District,Polly Care Medical Health Centre,1,1,,,,
Kampala,Kampala District,Polycare Clinic,1,1,,,,
Lango,Lira City,Polyclinic Health Centre II,,,,,,
Acholi,Pader District,Porogali Health Centre II,1,1,-133,14,14,-800
Acholi,Lamwo District,Potika Health Centre II,1,1,70,9,9,10.3
Kigezi,Kisoro District,Potters Village Medical Centre,1,1,-52,41,41,0
Bukedi,Tororo District,Poyameri Health Centre III,1,1,0,41,42,-14.3
Kampala,Kampala District,Pradivs Medical Centre,,,,,,
Kampala,Kampala District,Praise Clinic,1,1,,,,
Kampala,Kampala District,Praise God Clinic,1,1,47,16,16,
Kampala,Kampala District,Praise Medical Centre,1,0,,,,
West Nile,Yumbe District,Praise Medical Clinic,,,,,,
Lango,Oyam District,PRAO Medical Centre Clinic,,,,,,
Kampala,Kampala District,Precious Clinic,,,,,,
Bunyoro,Kibaale District,Precious Life Care clinic,1,1,,,,
South Central,Wakiso District,Precious Medical Clinic,,,,,,
Lango,Kwania District,Premier Drugshop,,,,,,
South Central,Kyotera District,Premier Health Centre II,1,1,,,,
Kampala,Kampala District,Premier Medical Centre,1,0,,,,
West Nile,Arua City,Premier Medical Clinic,,,,,,
Busoga,Kamuli District,Premier Medical Health Centre III,,,,,,
Kampala,Kampala District,Pretty Doctor'S Clinic,1,0,,,,
Kampala,Kampala District,Pretty Life Medical Centre,1,1,,,,
Kampala,Kampala District,Priase Dental Care Clinic,,,,,,
Kampala,Kampala District,Prime Care Clinic Kikoni,1,0,,,,
Kampala,Kampala District,Prime Care Hospital,1,0,,,,
Kampala,Kampala District,Prime Care Medical Centre,1,1,,4,4,85.7
Kampala,Kampala District,Prime Care Medical Centre,1,0,,,,
South Central,Wakiso District,Prime Medical Clinic,1,0,,,,
South Central,Sembabule District,Prime Medical Clinic,,,,,,
Kampala,Kampala District,Prime Medical Clinic,1,0,,,,
Kampala,Kampala District,Prime Medical Clinic (Makerere II),,,,,,
Kampala,Kampala District,Prime Medical Clinic (Makindye I),,,,,,
Tooro,Kasese District,Prime Medical Health Centre III,1,1,,,,
Kampala,Kampala District,Prime Medicare Clinic,1,1,,,,
Teso,Soroti City,Princess Diana Health Centre IV,1,1,21,95,95,-11.4
Kampala,Kampala District,Princess Medical Centre,1,0,,,,
Kampala,Kampala District,Princeton Children's Medical Centre,1,1,-40,14,14,34
South Central,Wakiso District,Pro-Life Medical Clinic,,,,,,
South Central,Wakiso District,Prob Medical and Maternity Health Centre III,1,0,,,,
Bugisu,Mbale District,Prof Wamukota Memorial Health Centre III,1,1,100,,,22.2
Kampala,Kampala District,Prof(Dr) Cm Ndugwa Clinic,,,,,,
Kampala,Kampala District,Promise Medical Centre,1,0,,,,
Kampala,Kampala District,Prophet Jeremiah Nursing Home,,,,,,
Kampala,Kampala District,Prosper Dental Clinic,,,,,,
Kampala,Kampala District,Prosper Family Clinic,,,,,,
Kampala,Kampala District,Prosper Medical Centre,1,0,,,,
Lango,Apac District,Providence Drugshop,,,,,,
Kampala,Kampala District,Providence Medical Centre,,,,,,
Lango,Apac District,Provita Care Clinic,1,1,,,,
